Progress,duration,RecordedDate,consent_1,id,definition,AIMES_4,AIMES_1,AIMES_8,AIMES_6,AIMES_5,AIMES_9,AIMES_10,AIMES_11,AIMES_17,NEW_1,NEW_2,SPIRIT_10,SPIRIT_12,AIMES_18,AIMES_19,AIMES_20,NEW_8,ATT_1_[3],DISPO_29,DISPO_21,DISPO_22,DISPO_34,DISPO_37,DISPO_16,DISPO_28,DISPO_33,NEW_5,DISPO_23,NEW_6,NEW_7,NEW_10,ATT_2_[6],DISPO_8,DISPO_13,DISPO_19,DISPO_1,DISPO_20,DISPO_7,DISPO_2,DISPO_10,DISPO_11,DISPO_12,DISPO_15,NEW_11,NEW_12,ATT_3_[1],cc_worry_self,cc_worry_futuregen,age,sex,gender,gender_6_TEXT,politics_1,politics_2,politics_3,attention,SC0,PROLIFIC_PID,att_score,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
100,992s (~16.53 minutes),2023-04-13 10:00:37,1,632883da1f489d46286bde88,Beautiful,5,4,1,7,7,1,3,4,2,6,2,2,7,7,1,6,7,3,1,1,2,4,7,6,6,7,4,1,3,7,1,6,3,2,1,1,7,7,5,5,4,4,1,7,3,1,4,4,37,female,woman,NA,1,1,1,1,3,632883da1f489d46286bde88,3,6438314db931e615d3ca8d0f,APPROVED,2023-04-13T16:44:01Z,2023-04-13T17:00:40Z,2023-04-13T17:00:41Z,2023-04-13T17:00:41Z,999,C1L9K35F,64,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,Other
100,127s (~2.12 minutes),2023-04-13 10:04:21,1,62825aef9d9d5544867a6fc0,"Something outdoors, without manmade involvement (like paving paths or setting up structures).",5,4,7,6,6,3,1,2,4,6,5,5,5,3,5,6,5,3,2,7,7,1,7,7,1,1,1,1,5,3,4,6,2,3,1,1,1,7,4,5,5,3,1,3,1,1,4,4,34,female,woman,NA,1,1,1,1,3,62825aef9d9d5544867a6fc0,3,6438358e1c17bd0e3bbfde81,APPROVED,2023-04-13T17:02:11Z,2023-04-13T17:04:23Z,2023-04-13T17:04:24Z,2023-04-13T17:04:24Z,132,C1L9K35F,740,34,Female,Asian,United States,United States,United States,English,No,DATA_EXPIRED
100,358s (~5.97 minutes),2023-04-13 10:06:33,1,609183f8e1e836b82cbfba44,Nature is a natural environment.,1,1,1,1,1,2,3,5,1,1,1,2,2,1,5,1,1,3,2,5,1,1,2,1,1,2,1,6,1,1,1,6,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,29,male,man,NA,5,5,5,1,3,609183f8e1e836b82cbfba44,3,643834c73cf31a46beccd1db,APPROVED,2023-04-13T16:58:51Z,2023-04-13T17:06:40Z,2023-04-13T17:06:40Z,2023-04-13T17:06:40Z,469,C1L9K35F,379,29,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
100,368s (~6.13 minutes),2023-04-13 10:06:53,1,63c9ac215c4fa7df2bbd4079,Nature is the organic and physical natural world around us.,5,4,5,5,4,4,4,5,5,5,3,5,5,6,6,6,5,3,6,5,4,6,6,2,5,6,2,5,6,6,5,6,3,2,1,2,6,6,2,3,2,3,2,6,2,1,3,3,60,male,man,NA,3,3,3,1,3,63c9ac215c4fa7df2bbd4079,3,64383537764f652d3c7c5556,APPROVED,2023-04-13T17:00:42Z,2023-04-13T17:06:55Z,2023-04-13T17:06:55Z,2023-04-13T17:06:55Z,373,C1L9K35F,557,60,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
100,914s (~15.23 minutes),2023-04-13 10:09:15,1,5fd244cf39e5f7082808979c,"Nature is the natural world around us. The trees, the animals, birds etc that live in the trees, mountains, rivers, etc.",7,6,5,7,4,5,7,2,3,7,5,7,7,7,7,7,7,3,7,7,7,7,7,5,6,7,4,6,7,4,6,6,5,7,7,2,7,7,6,6,6,6,6,7,4,1,4,4,47,female,woman,NA,5,5,7,1,3,5fd244cf39e5f7082808979c,3,6438339dc9d1157e27779a91,APPROVED,2023-04-13T16:53:54Z,2023-04-13T17:09:18Z,2023-04-13T17:09:28Z,2023-04-13T17:09:18Z,925,C1L9K35F,1520,47,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
100,173s (~2.88 minutes),2023-04-13 10:09:40,1,5d1c31bab6a81c001af88564,The outside the trees,4,4,4,3,4,4,6,2,4,3,3,4,3,3,4,6,3,3,2,4,2,4,4,1,2,3,3,4,3,3,2,6,2,1,2,1,1,1,1,3,2,2,2,2,1,1,3,3,29,female,woman,NA,6,5,5,1,3,5d1c31bab6a81c001af88564,3,643836a3c3efb73de56a1c26,APPROVED,2023-04-13T17:06:45Z,2023-04-13T17:09:42Z,2023-04-13T17:09:51Z,2023-04-13T17:09:42Z,177,C1L9K35F,1815,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,425s (~7.08 minutes),2023-04-13 10:11:23,1,60fdd635d896e5b5e23bd88c,"It is anything organic, biological and not created by science or technology",5,6,5,6,5,7,7,2,5,6,6,4,7,7,6,6,6,3,5,6,4,6,7,5,5,4,4,3,5,6,6,6,2,4,2,1,2,5,4,4,4,4,4,6,4,1,4,4,55,female,woman,NA,5,3,6,1,3,60fdd635d896e5b5e23bd88c,3,64383609fb6c6fc1456e1fef,APPROVED,2023-04-13T17:04:13Z,2023-04-13T17:11:24Z,2023-04-13T17:11:24Z,2023-04-13T17:11:24Z,431,C1L9K35F,1021,55,Female,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
100,220s (~3.67 minutes),2023-04-13 10:11:56,1,61110f26433bbfad36444c62,"Outside elements, such as plant life.",3,1,1,3,1,5,3,4,3,4,3,2,4,6,6,7,4,3,3,1,4,4,2,1,3,6,1,1,3,5,5,6,1,5,6,1,5,6,4,3,3,4,3,1,5,1,3,3,45,female,woman,NA,7,6,7,1,3,61110f26433bbfad36444c62,3,643836f94c48b38bab86d95b,APPROVED,2023-04-13T17:08:12Z,2023-04-13T17:11:58Z,2023-04-13T17:11:59Z,2023-04-13T17:11:59Z,227,C1L9K35F,2234,45,Female,White,United States,United States,United States,English,No,Part-Time
100,490s (~8.17 minutes),2023-04-13 10:12:59,1,6063c5271b6ec3a3b98fc518,"I would define nature as the world of things around me. Including plants, animals, and anything that makes up the world,",4,4,5,4,1,4,4,5,1,1,1,1,4,1,1,1,7,3,4,1,4,4,5,1,5,5,4,1,5,4,1,6,7,5,7,2,4,3,7,7,3,5,7,4,7,1,2,2,23,female,woman,NA,4,4,4,1,3,6063c5271b6ec3a3b98fc518,3,6438362827240c429cced651,APPROVED,2023-04-13T17:04:45Z,2023-04-13T17:13:03Z,2023-04-13T17:13:03Z,2023-04-13T17:13:03Z,498,C1L9K35F,1082,23,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,456s (~7.6 minutes),2023-04-13 10:13:08,1,6400e44702fc23084336a910,"Outside space with plants, animals, and areas untouched by any construction, pavement, intensive landscaping, etc.",5,7,2,5,4,6,2,6,1,6,1,6,7,7,7,4,7,3,7,6,6,7,5,2,6,7,6,7,7,4,3,6,4,6,7,1,4,7,5,2,5,5,5,4,2,1,4,4,32,female,woman,NA,7,7,7,1,3,6400e44702fc23084336a910,3,64383651c65d15109af114ab,APPROVED,2023-04-13T17:05:24Z,2023-04-13T17:13:09Z,2023-04-13T17:13:10Z,2023-04-13T17:13:11Z,465,C1L9K35F,155,32,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
100,366s (~6.1 minutes),2023-04-13 10:13:49,1,63eab341cd911b7366b4605e,"Uninhabited areas you can visit, hike, enjoy that are outdoors where you can enjoy forests, lakes, rivers, etc",6,5,5,5,4,5,4,3,6,2,4,5,6,4,5,4,6,3,6,4,3,6,4,2,6,5,2,2,6,5,3,6,4,4,6,1,2,4,4,4,3,4,4,5,3,1,3,3,50,male,man,NA,2,2,2,1,3,63eab341cd911b7366b4605e,3,643836d7efcb5e1a4d32769c,APPROVED,2023-04-13T17:07:39Z,2023-04-13T17:13:51Z,2023-04-13T17:13:52Z,2023-04-13T17:13:52Z,373,C1L9K35F,219,50,Male,White,United States,United States,United States,English,No,Full-Time
100,444s (~7.4 minutes),2023-04-13 10:13:59,1,5c28e9dfda51990001e3204b,outdoors,5,4,4,5,4,5,4,4,4,4,4,4,7,7,7,7,6,3,5,3,6,7,4,3,7,7,3,4,5,4,4,6,4,4,4,1,4,7,3,4,3,4,4,7,5,1,3,3,39,female,woman,NA,7,7,7,1,3,5c28e9dfda51990001e3204b,3,64383690c1e1bfd377e49038,APPROVED,2023-04-13T17:06:31Z,2023-04-13T17:14:05Z,2023-04-13T17:14:06Z,2023-04-13T17:14:06Z,455,C1L9K35F,1438,39,Female,White,United States,United States,United States,English,No,Full-Time
100,458s (~7.63 minutes),2023-04-13 10:15:18,1,63863ea6fa6d8620e3a6f550,"the entire world, animals, plants and natural environment.",7,7,6,7,7,7,3,5,7,7,1,7,7,7,7,7,7,3,7,7,6,7,7,7,7,7,7,1,7,2,7,6,5,6,4,1,2,7,6,5,7,7,5,4,6,1,4,4,76,female,woman,NA,5,5,6,1,3,63863ea6fa6d8620e3a6f550,3,643836d41f40004f20d2e6d3,APPROVED,2023-04-13T17:07:37Z,2023-04-13T17:15:20Z,2023-04-13T17:15:21Z,2023-04-13T17:15:21Z,464,C1L9K35F,119,76,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
100,185s (~3.08 minutes),2023-04-13 10:16:12,1,5b274df334ffd00001b46813,The outside. Being around various things that occur naturally like trees and dirt.,1,1,1,1,1,4,7,1,1,1,1,1,7,4,4,1,4,3,1,1,1,1,5,1,1,5,1,1,4,4,1,6,1,4,4,1,1,1,5,3,5,4,4,1,1,1,3,4,31,male,man,NA,5,5,7,1,3,5b274df334ffd00001b46813,3,6438381d81011d65658f5dd9,APPROVED,2023-04-13T17:13:04Z,2023-04-13T17:16:14Z,2023-04-13T17:16:16Z,2023-04-13T17:16:16Z,191,C1L9K35F,1771,31,Male,White,United States,United States,United States,English,No,Full-Time
100,291s (~4.85 minutes),2023-04-13 10:16:24,1,5e5440c2b7bcb107197b947b,In general I would define nature as the outdoors.,7,6,7,3,2,5,3,5,7,1,1,6,6,7,7,7,6,3,5,4,4,7,7,1,7,4,3,1,7,5,1,6,5,4,5,5,6,7,3,5,2,4,2,1,3,1,3,3,31,female,non-binary,Agender,4,4,4,1,3,5e5440c2b7bcb107197b947b,3,643837bea15fc54e89412fa7,APPROVED,2023-04-13T17:11:30Z,2023-04-13T17:16:27Z,2023-04-13T17:16:28Z,2023-04-13T17:16:27Z,298,C1L9K35F,1806,31,Female,Mixed,United States,United States,United States,English,No,Part-Time
100,308s (~5.13 minutes),2023-04-13 10:16:42,1,614e5092e08a3a2d3204ffd2,Nature is the natural existence of ecosystems and plant life undisturbed by humanity or corporations. It is usually filled with wild life and fauna.,5,3,3,5,5,6,6,2,6,4,5,5,5,6,6,6,5,3,3,5,4,4,5,5,4,5,2,3,4,6,5,6,4,1,4,2,5,6,2,4,2,5,2,2,2,1,4,4,22,male,man,NA,4,4,4,1,3,614e5092e08a3a2d3204ffd2,3,643837c01d909a6942d5ae80,APPROVED,2023-04-13T17:11:32Z,2023-04-13T17:16:44Z,2023-04-13T17:16:45Z,2023-04-13T17:16:45Z,313,C1L9K35F,432,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
100,1052s (~17.53 minutes),2023-04-13 10:17:07,1,58c38ef58158840001b5c230,"things, settings, plants, animals, environments that occur naturally on this planet.",4,3,5,5,5,6,3,6,5,7,6,4,7,7,5,6,6,3,5,6,4,5,5,4,3,2,3,2,5,5,5,6,5,3,5,1,3,5,4,5,3,5,5,6,3,1,4,4,35,male,man,NA,6,6,7,1,3,58c38ef58158840001b5c230,3,643834f24d2f02af500e7242,APPROVED,2023-04-13T16:59:33Z,2023-04-13T17:17:09Z,2023-04-13T17:17:09Z,2023-04-13T17:17:09Z,1056,C1L9K35F,1760,35,Male,White,United States,United States,United States,English,No,Full-Time
100,831s (~13.85 minutes),2023-04-13 10:17:18,1,5ec1c41a1f98090e8c119332,"Anything involved with the weather, wild life.",4,2,4,2,5,4,3,5,2,2,4,5,5,4,5,3,6,3,4,1,3,6,2,5,3,4,2,1,4,4,6,6,2,4,2,2,3,7,2,2,2,3,1,5,2,1,2,2,35,male,man,NA,2,2,2,1,3,5ec1c41a1f98090e8c119332,3,643835ba4941d1f03c3f672b,APPROVED,2023-04-13T17:03:23Z,2023-04-13T17:17:24Z,2023-04-13T17:17:26Z,2023-04-13T17:17:26Z,842,C1L9K35F,2657,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,265s (~4.42 minutes),2023-04-13 10:17:35,1,60fe1580147adc7ebeb315e6,I would define nature as everything that exists in the universe without significant manipulation or processing.,5,6,6,7,6,6,3,5,3,6,3,6,6,7,7,5,6,3,4,7,6,7,7,5,6,6,3,7,7,6,4,6,6,6,7,3,6,7,6,3,6,6,5,5,5,1,4,4,23,female,woman,NA,7,7,7,1,3,60fe1580147adc7ebeb315e6,3,6438381e6dea973c72f23dbd,APPROVED,2023-04-13T17:13:05Z,2023-04-13T17:17:37Z,2023-04-13T17:17:38Z,2023-04-13T17:17:39Z,273,C1L9K35F,444,23,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,672s (~11.2 minutes),2023-04-13 10:17:57,1,5f5023517ef2f019cf3ebb57,Things that grow and thrive outdoors from plants of all kinds to animals of all kinds.,7,3,5,7,4,7,7,1,7,4,6,5,7,7,7,7,7,3,7,7,7,5,7,7,5,4,4,3,7,7,7,6,4,4,2,1,2,4,4,6,6,6,4,7,4,1,4,4,70,female,woman,NA,4,4,4,1,3,5f5023517ef2f019cf3ebb57,3,6438369aa3386eb57612a416,APPROVED,2023-04-13T17:06:39Z,2023-04-13T17:17:58Z,2023-04-13T17:17:58Z,2023-04-13T17:17:58Z,679,C1L9K35F,1440,70,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,144s (~2.4 minutes),2023-04-13 10:18:06,1,6314d97aa02af651ea1a9591,outside natural stuff,4,6,5,5,4,3,3,6,7,5,4,7,5,6,6,5,5,3,2,2,4,6,4,5,4,3,3,6,5,6,6,6,5,5,5,2,6,7,5,6,6,4,5,5,6,1,4,4,19,male,man,NA,7,7,7,1,3,6314d97aa02af651ea1a9591,3,643838b71a3204bed83007ee,APPROVED,2023-04-13T17:15:38Z,2023-04-13T17:18:10Z,2023-04-13T17:18:10Z,2023-04-13T17:18:10Z,152,C1L9K35F,1017,19,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,276s (~4.6 minutes),2023-04-13 10:18:38,1,5eb44aa8de8a2a291bd522df,Lovely,6,4,7,7,1,6,3,4,7,7,7,6,7,7,7,7,7,3,4,1,1,6,3,6,3,3,2,1,6,4,2,6,2,3,3,1,1,6,7,5,7,3,4,7,4,1,3,3,56,female,woman,NA,2,2,2,1,3,5eb44aa8de8a2a291bd522df,3,643838534066dc4f4bccd1b5,APPROVED,2023-04-13T17:13:59Z,2023-04-13T17:18:41Z,2023-04-13T17:18:41Z,2023-04-13T17:18:41Z,282,C1L9K35F,2472,NA,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,535s (~8.92 minutes),2023-04-13 10:18:52,1,5e567cd58e4500024e8d096c,Anything not manmade,7,7,7,7,7,7,7,1,7,7,7,4,7,7,7,7,7,3,7,6,5,7,7,7,4,4,7,1,7,1,7,6,5,4,7,4,6,4,7,5,7,7,5,7,7,1,4,4,50,female,woman,NA,7,7,7,1,3,5e567cd58e4500024e8d096c,3,6438375d46a66824f6e4909e,APPROVED,2023-04-13T17:09:54Z,2023-04-13T17:18:54Z,2023-04-13T17:18:54Z,2023-04-13T17:18:54Z,540,C1L9K35F,826,50,Female,White,United States,United States,United States,English,No,Full-Time
100,510s (~8.5 minutes),2023-04-13 10:19:46,1,6435b95691d542284002bc90,"The outside world...and all the things in it such as trees, air, water, animals to name a few.",5,6,5,6,5,4,4,6,4,4,5,7,6,7,6,5,5,3,6,6,3,6,5,5,6,6,4,2,6,3,3,6,5,5,4,5,6,5,3,4,4,5,4,4,3,1,4,4,68,male,man,NA,6,5,7,1,3,6435b95691d542284002bc90,3,643837a6a2fe27d58a5710ea,APPROVED,2023-04-13T17:11:10Z,2023-04-13T17:19:52Z,2023-04-13T17:20:03Z,2023-04-13T17:19:53Z,523,C1L9K35F,6,68,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,301s (~5.02 minutes),2023-04-13 10:20:17,1,5c8198fcf29fd90001a2b9c9,"Outdoors, woods, water, birds, animals, flora & fauna.",5,6,6,6,4,2,5,3,5,2,1,6,6,5,4,3,5,3,5,6,1,7,7,3,6,6,6,3,7,5,1,6,4,6,5,1,1,7,6,6,6,6,6,3,6,1,3,4,64,female,woman,NA,2,2,2,1,3,5c8198fcf29fd90001a2b9c9,3,6438389c80e38de1778f5d4d,APPROVED,2023-04-13T17:15:12Z,2023-04-13T17:20:19Z,2023-04-13T17:20:30Z,2023-04-13T17:20:20Z,307,C1L9K35F,3136,64,Female,White,United States,United States,United States,English,No,Part-Time
100,500s (~8.33 minutes),2023-04-13 10:20:29,1,63d1462855a43c2aa551bda2,"Everything that occurs naturally in the world, especially things that are outside.",3,2,2,3,3,6,5,3,2,1,2,4,5,5,4,3,5,3,6,2,6,6,6,2,4,6,1,1,6,3,4,6,1,6,5,1,2,6,6,5,5,2,6,2,6,1,3,3,30,male,man,NA,7,7,7,1,3,63d1462855a43c2aa551bda2,3,643837e461172711635e056d,APPROVED,2023-04-13T17:12:06Z,2023-04-13T17:20:31Z,2023-04-13T17:20:44Z,2023-04-13T17:20:33Z,505,C1L9K35F,308,30,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
100,445s (~7.42 minutes),2023-04-13 10:21:16,1,5e1830f02529b2116fa49e52,"Something that was always here. Grass, dirt, trees, plants. Something naturally occurring.",4,4,4,5,5,4,4,4,4,3,4,4,6,4,5,5,6,3,4,2,4,4,4,4,4,5,3,6,4,2,6,6,3,3,4,2,5,5,4,3,5,3,4,6,4,1,2,3,28,male,man,NA,4,4,4,1,3,5e1830f02529b2116fa49e52,3,64383840c9d2f11fc3f3cefe,APPROVED,2023-04-13T17:13:40Z,2023-04-13T17:21:22Z,2023-04-13T17:21:23Z,2023-04-13T17:21:23Z,463,C1L9K35F,1508,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,216s (~3.6 minutes),2023-04-13 10:21:53,1,61071a16a16c59f3d4cdb312,"any outdoor open space that remains at least mostly untouched (basic trails and setups like picnic areas and others would still count, but not entirely rescaped areas)",7,6,5,7,6,7,7,1,7,6,6,5,7,6,6,6,5,3,5,5,4,7,7,5,5,5,6,6,6,6,5,6,4,5,6,4,5,6,5,5,6,5,5,6,6,1,4,4,25,female,woman,NA,7,7,7,1,3,61071a16a16c59f3d4cdb312,3,643839521a6891629fced632,APPROVED,2023-04-13T17:18:14Z,2023-04-13T17:21:54Z,2023-04-13T17:21:55Z,2023-04-13T17:21:54Z,221,C1L9K35F,1018,25,Female,Other,United States,United States,United States,English,No,Other
